,LotId,State,City,Zipcode,Baths,Beds,Price
0,1044499437.0,NY,New York,10005,Unknown,0,3100.0
1,1044499437.0,NY,New York,10005,Unknown,1,3921.0
2,1044499437.0,NY,New York,10005,Unknown,2,6395.0
3,2355011519.0,NY,Arverne,11692,Unknown,0,2250.0
4,2355011519.0,NY,Arverne,11692,Unknown,1,2800.0
5,2560384211.0,NY,Long Island City,11101,Unknown,0,3664.0
6,2560384211.0,NY,Long Island City,11101,Unknown,1,4000.0
7,2560384211.0,NY,Long Island City,11101,Unknown,2,5630.0
8,2560384211.0,NY,Long Island City,11101,Unknown,3,7108.0
9,2009531814.0,NY,Brooklyn,11201,Unknown,1,5075.0
10,2009531814.0,NY,Brooklyn,11201,Unknown,2,7495.0
11,2009531814.0,NY,Brooklyn,11201,Unknown,3,10495.0
12,1000000545.0,NY,New York,10005,Unknown,0,3411.0
13,1000000545.0,NY,New York,10005,Unknown,1,4225.0
14,2179699065.0,NY,Long Island City,11101,Unknown,0,3112.0
15,2179699065.0,NY,Long Island City,11101,Unknown,1,3346.0
16,1150265242.0,NY,Brooklyn,11217,Unknown,0,3376.0
17,1150265242.0,NY,Brooklyn,11217,Unknown,1,3768.0
18,1151147195.0,NY,Staten Island,10304,Unknown,0,2230.0
19,1151147195.0,NY,Staten Island,10304,Unknown,1,2380.0
20,1151147195.0,NY,Staten Island,10304,Unknown,2,3450.0
21,2577962296.0,NY,Jamaica,11433,Unknown,0,2260.0
22,2577962296.0,NY,Jamaica,11433,Unknown,1,2620.0
23,2577962296.0,NY,Jamaica,11433,Unknown,2,3710.0
24,1001683821.0,NY,New York,10036,Unknown,0,3750.0
25,1001683821.0,NY,New York,10036,Unknown,1,4200.0
26,1001683821.0,NY,New York,10036,Unknown,2,6170.0
27,1001683821.0,NY,New York,10036,Unknown,3,8237.0
28,1001493439.0,NY,New York,10280,Unknown,0,3325.0
29,1001493439.0,NY,New York,10280,Unknown,1,4055.0
30,1001493439.0,NY,New York,10280,Unknown,2,5725.0
31,533483.0,NY,New York,10016,Unknown,0,3670.0
32,533483.0,NY,New York,10016,Unknown,1,3995.0
33,2444024147.0,NY,Brooklyn,11224,Unknown,0,1858.0
34,2444024147.0,NY,Brooklyn,11224,Unknown,1,2456.0
35,2444024147.0,NY,Brooklyn,11224,Unknown,2,2846.0
36,2565635928.0,NY,Jamaica,11435,Unknown,0,2400.0
37,2565635928.0,NY,Jamaica,11435,Unknown,1,2850.0
38,2565635928.0,NY,Jamaica,11435,Unknown,2,3093.0
39,130939.0,NY,Bronx,10463,Unknown,0,2400.0
40,130939.0,NY,Bronx,10463,Unknown,1,2500.0
41,130939.0,NY,Bronx,10463,Unknown,2,3500.0
42,1000047013.0,NY,New York,10025,Unknown,0,3241.0
43,1000047013.0,NY,New York,10025,Unknown,1,4689.0
44,1000047013.0,NY,New York,10025,Unknown,2,6592.0
45,2510180978.0,NY,Jamaica,11435,Unknown,0,2040.0
46,2510180978.0,NY,Jamaica,11435,Unknown,1,2295.0
47,2176833280.0,NY,Jamaica,11432,Unknown,0,1700.0
48,2176833280.0,NY,Jamaica,11432,Unknown,1,2199.0
49,2176833280.0,NY,Jamaica,11432,Unknown,2,2599.0
50,1000023258.0,NY,New York,10016,Unknown,0,3528.0
51,1000023258.0,NY,New York,10016,Unknown,1,3878.0
52,1000023258.0,NY,New York,10016,Unknown,2,6479.0
53,1000023258.0,NY,New York,10016,Unknown,3,7355.0
54,2183047006.0,NY,Elmhurst,11373,Unknown,0,1850.0
55,2183047006.0,NY,Elmhurst,11373,Unknown,1,2299.0
56,2183047006.0,NY,Elmhurst,11373,Unknown,2,2699.0
57,2183047006.0,NY,Elmhurst,11373,Unknown,3,3199.0
58,2171488054.0,NY,Far Rockaway,11691,Unknown,0,1450.0
59,2171488054.0,NY,Far Rockaway,11691,Unknown,1,1899.0
60,2171488054.0,NY,Far Rockaway,11691,Unknown,2,2199.0
61,2326650063.0,NY,Bronx,10452,Unknown,2,2524.0
62,1003190227.0,NY,Jamaica,11432,Unknown,0,1650.0
63,1003190227.0,NY,Jamaica,11432,Unknown,1,2099.0
64,1003190227.0,NY,Jamaica,11432,Unknown,2,2499.0
65,2010270546.0,NY,Jamaica,11435,Unknown,0,1970.0
66,2010270546.0,NY,Jamaica,11435,Unknown,1,2250.0
67,2010270546.0,NY,Jamaica,11435,Unknown,2,2900.0
68,2174027909.0,NY,Flushing,11355,Unknown,0,1700.0
69,2174027909.0,NY,Flushing,11355,Unknown,1,2000.0
70,2174027909.0,NY,Flushing,11355,Unknown,2,2599.0
71,2346806732.0,NY,Long Island City,11101,Unknown,0,1581.0
72,1000487223.0,NY,New York,10001,Unknown,0,4208.0
73,1000487223.0,NY,New York,10001,Unknown,1,5430.0
74,1000487223.0,NY,New York,10001,Unknown,2,7483.0
75,1003184949.0,NY,Little Neck,11363,Unknown,0,1795.0
76,1003184949.0,NY,Little Neck,11363,Unknown,1,2345.0
77,1003184949.0,NY,Little Neck,11363,Unknown,2,2795.0
78,13907.0,NY,New York,10018,Unknown,0,3895.0
79,13907.0,NY,New York,10018,Unknown,1,4795.0
80,13907.0,NY,New York,10018,Unknown,2,6938.0
81,1002189771.0,NY,Brooklyn,11201,Unknown,0,2935.0
82,1002189771.0,NY,Brooklyn,11201,Unknown,1,3837.0
83,1002189771.0,NY,Brooklyn,11201,Unknown,2,5407.0
84,1001491756.0,NY,New York,10025,Unknown,0,3623.0
85,1001491756.0,NY,New York,10025,Unknown,1,3797.0
86,1001491756.0,NY,New York,10025,Unknown,2,6067.0
87,142808.0,NY,Brooklyn,11231,Unknown,1,3665.0
88,1002909316.0,NY,Brooklyn,11201,Unknown,0,3396.0
89,1002909316.0,NY,Brooklyn,11201,Unknown,1,3476.0
90,1002909316.0,NY,Brooklyn,11201,Unknown,2,6068.0
91,1002909316.0,NY,Brooklyn,11201,Unknown,3,7909.0
92,2008868578.0,NY,Bronx,10451,Unknown,0,2827.0
93,2008868578.0,NY,Bronx,10451,Unknown,1,2572.0
94,2008868578.0,NY,Bronx,10451,Unknown,2,3135.0
95,2404255181.0,NY,Brooklyn,11222,Unknown,0,3228.0
96,2404255181.0,NY,Brooklyn,11222,Unknown,1,4370.0
97,2404255181.0,NY,Brooklyn,11222,Unknown,2,6530.0
98,1000463103.0,NY,Long Island City,11109,Unknown,0,2800.0
99,1000463103.0,NY,Long Island City,11109,Unknown,1,3475.0
100,1000463103.0,NY,Long Island City,11109,Unknown,2,4749.0
101,1000463103.0,NY,Long Island City,11109,Unknown,3,6942.0
102,2357476695.0,NY,Brooklyn,11222,Unknown,0,3525.0
103,2357476695.0,NY,Brooklyn,11222,Unknown,1,4225.0
104,2357476695.0,NY,Brooklyn,11222,Unknown,2,7295.0
105,1000175615.0,NY,New York,10019,Unknown,0,3601.0
106,1000175615.0,NY,New York,10019,Unknown,1,4253.0
107,1000175615.0,NY,New York,10019,Unknown,2,5711.0
108,1002088163.0,NY,Brooklyn,11201,Unknown,0,2890.0
109,1002088163.0,NY,Brooklyn,11201,Unknown,1,3715.0
110,1002088163.0,NY,Brooklyn,11201,Unknown,2,5029.0
111,1002088163.0,NY,Brooklyn,11201,Unknown,3,6759.0
112,2564497958.0,NY,Brooklyn,11222,Unknown,0,2995.0
113,2564497958.0,NY,Brooklyn,11222,Unknown,1,4379.0
114,2564497958.0,NY,Brooklyn,11222,Unknown,2,6598.0
115,1028760118.0,NY,Brooklyn,11222,Unknown,0,3505.0
116,1028760118.0,NY,Brooklyn,11222,Unknown,1,4425.0
117,1028760118.0,NY,Brooklyn,11222,Unknown,2,6705.0
118,1028760118.0,NY,Brooklyn,11222,Unknown,3,11615.0
119,1000295491.0,NY,New York,10022,Unknown,0,4004.0
