zpid,id,lotId,imgSrc,hasImage,statusType,statusText,detailUrl,latLong,units,variableData,badgeInfo,buildingName,isBuilding,address,addressStreet,addressState,addressCity,addressZipcode,providerListingId,canSaveBuilding,has3DModel,isFeaturedListing,isSaved,list,relaxed,area,availabilityDate,baths,beds,countryCurrency,hasAdditionalAttributions,hasVideo,hdpData,isHomeRec,isUndisclosedAddress,isUserClaimingOwner,isUserConfirmedClaim,isZillowOwned,pgapt,price,sgapt,shouldShowZestimateAsPrice,unformattedPrice,zestimate
2059954974,2059954974,,https://photos.zillowstatic.com/fp/6f7348b49270ffaeadfe6336af474a27-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/644-west-surf-chicago-il-5XfBns/,"{'latitude': 41.93511, 'longitude': -87.64604}",,"{'type': 'TIME_ON_INFO', 'text': '16 days ago', 'data': {'isFresh': False}}",,,,"644 West Surf, 644 W Surf St, Chicago, IL 60657",644 W Surf St #F6DC28BE3,IL,Chicago,60657,4329544a9gzc,,False,True,False,True,False,375.0,,1.0,0.0,$,False,False,"{'homeInfo': {'zpid': 2059954974, 'streetAddress': '644 W Surf St #F6DC28BE3', 'zipcode': '60657', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.93511, 'longitude': -87.64604, 'price': 1325.0, 'bathrooms': 1.0, 'bedrooms': 0.0, 'livingArea': 375.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1325.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# f6dc28be3'}}",False,False,False,False,False,ForRent,"$1,325+/mo",For Rent,False,1325.0,
2060220936,2060220936,,https://photos.zillowstatic.com/fp/bd1be8dc73efb435480e89f3d221a7c1-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/5300-chicago-il-5Xfrcr/,"{'latitude': 41.97849, 'longitude': -87.655365}",,"{'type': 'TIME_ON_INFO', 'text': '34 days ago', 'data': {'isFresh': False}}",,,,"5300, 5300 N Sheridan Rd, Chicago, IL 60640",5300 N Sheridan Rd #5D63949C4,IL,Chicago,60640,1cmb59pj06ftr,,False,True,False,True,False,700.0,,1.0,1.0,$,False,False,"{'homeInfo': {'zpid': 2060220936, 'streetAddress': '5300 N Sheridan Rd #5D63949C4', 'zipcode': '60640', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.97849, 'longitude': -87.655365, 'price': 1350.0, 'datePriceChanged': 1675411200000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 700.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1350.0, 'priceChange': 55, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 5d63949c4'}}",False,False,False,False,False,ForRent,"$1,350+/mo",For Rent,False,1350.0,
41.96483_rrc2*-rrc_87.67948,41.96483_rrc2*-rrc_87.67948,1001242599,https://photos.zillowstatic.com/fp/d328c8c81cb176139ec5f8c3c8a46217-p_e.jpg,True,FOR_RENT,4546 North Damen,/b/4546-north-damen-chicago-il-5XgQfR/,"{'latitude': 41.96483, 'longitude': -87.67948}","[{'price': '$1,050+', 'beds': '0'}, {'price': '$1,495+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,4546 North Damen,True,"4546 N Damen Ave, Chicago, IL",4546 N  Damen Ave  # 0aeeb3f63,IL,Chicago,60625,2pvskhtaev8vm,False,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.853783_rrc2*-rrc_87.62338,41.853783_rrc2*-rrc_87.62338,1001038873,https://photos.zillowstatic.com/fp/5338de2b2e8d7911cd29a7ab86588335-p_e.jpg,True,FOR_RENT,2101 Michigan,/b/2101-michigan-chicago-il-5Xdgpm/,"{'latitude': 41.853783, 'longitude': -87.62338}","[{'price': '$1,584+', 'beds': '0'}, {'price': '$1,773+', 'beds': '1'}, {'price': '$2,455+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,2101 Michigan,True,"2101 S Michigan Ave, Chicago, IL",2101 S  Michigan Ave  Apt 2102,IL,Chicago,60616,3e7xmpacnz4jk,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
2066761561,2066761561,,https://photos.zillowstatic.com/fp/b3dd1d0c4e9375e934176bddc0823829-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/721-w.-belmont-chicago-il-CSsF/,"{'latitude': 41.93979, 'longitude': -87.64777}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,,,"721 W. Belmont, 721 W Belmont Ave, Chicago, IL 60657",721 W Belmont Ave #08565742C,IL,Chicago,60657,553m9d9mqjdfh,,True,True,False,True,False,,,1.0,0.0,$,False,False,"{'homeInfo': {'zpid': 2066761561, 'streetAddress': '721 W Belmont Ave #08565742C', 'zipcode': '60657', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.93979, 'longitude': -87.64777, 'price': 1185.0, 'datePriceChanged': 1674028800000, 'bathrooms': 1.0, 'bedrooms': 0.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1080, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1185.0, 'priceChange': 90, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 08565742c'}}",False,False,False,False,False,ForRent,"$1,185+/mo",For Rent,False,1185.0,
42.00509_rrc2*-rrc_87.670815,42.00509_rrc2*-rrc_87.670815,1316432,https://photos.zillowstatic.com/fp/9305f56a36c4777f74c4233d5e90f1a4-p_e.jpg,True,FOR_RENT,6748 N. Ashland Ave,/b/6748-n.-ashland-ave-chicago-il-FCHy/,"{'latitude': 42.00509, 'longitude': -87.670815}","[{'price': '$990+', 'beds': '0'}, {'price': '$1,200+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,6748 N. Ashland Ave,True,"6748 N Ashland Ave, Chicago, IL",6748 N  Ashland Ave  Unit 411,IL,Chicago,60626,1pntg0muv9z1y,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
2066715189,2066715189,,https://photos.zillowstatic.com/fp/77a54f8a17d979bda944881bf90bdb5c-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/3838-n.-broadway-chicago-il-CPxt/,"{'latitude': 41.952396, 'longitude': -87.649635}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,,,"3838 N. Broadway, 3838 N Broadway St, Chicago, IL 60613",3838 N Broadway St #36A97AC2D,IL,Chicago,60613,314tcusyqhn51,,True,True,False,True,False,,,1.0,0.0,$,False,False,"{'homeInfo': {'zpid': 2066715189, 'streetAddress': '3838 N Broadway St #36A97AC2D', 'zipcode': '60613', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.952396, 'longitude': -87.649635, 'price': 935.0, 'datePriceChanged': 1673942400000, 'bathrooms': 1.0, 'bedrooms': 0.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1140, 'listing_sub_type': {}, 'priceReduction': '$40 (Jan 17)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 935.0, 'priceChange': -40, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 36a97ac2d'}}",False,False,False,False,False,ForRent,$935+/mo,For Rent,False,935.0,
2064276666,2064276666,,https://photos.zillowstatic.com/fp/71d4d9aebbf7c3732b15ea8473df344c-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/4135-37-n.-greenview-ave.-chicago-il-5XcYrT/,"{'latitude': 41.957214, 'longitude': -87.6672}",,"{'type': 'TIME_ON_INFO', 'text': '3 hours ago', 'data': {'isFresh': True}}",,,,"4135-37 N. Greenview Ave., 4135 N Greenview Ave, Chicago, IL 60613",4135 N Greenview Ave #2409707,IL,Chicago,60613,5036vsq933a25,,False,True,False,True,False,,,1.0,2.0,$,False,False,"{'homeInfo': {'zpid': 2064276666, 'streetAddress': '4135 N Greenview Ave #2409707', 'zipcode': '60613', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.957214, 'longitude': -87.6672, 'price': 2095.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1880, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2095.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 2409707'}}",False,False,False,False,False,ForRent,"$2,095+/mo",For Rent,False,2095.0,
41.91501_rrc2*-rrc_87.703026,41.91501_rrc2*-rrc_87.703026,1093619,https://photos.zillowstatic.com/fp/e584badc1fb5778f3991b18b09939c20-p_e.jpg,True,FOR_RENT,1832-1842 North Humboldt Blvd,/b/1832-1842-north-humboldt-blvd-chicago-il-CJTm/,"{'latitude': 41.91501, 'longitude': -87.703026}","[{'price': '$1,550+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,1832-1842 North Humboldt Blvd,True,"1842 N Humboldt Blvd, Chicago, IL",1842 N  Humboldt Blvd # 7e4ab235c,IL,Chicago,60647,36s49pd3d3mwh,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
2066697577,2066697577,,https://photos.zillowstatic.com/fp/d23b959459bfea874f3ec11323bdfe69-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/1246-w.-pratt-chicago-il-5XhDbv/,"{'latitude': 42.00585, 'longitude': -87.66289}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,,,"1246 W. Pratt, 1246 W Pratt Blvd, Chicago, IL 60626",1246 W Pratt Blvd #E2C78A851,IL,Chicago,60626,2hv52ykvs1xhb,,True,True,False,True,False,,,1.0,1.0,$,False,False,"{'homeInfo': {'zpid': 2066697577, 'streetAddress': '1246 W Pratt Blvd #E2C78A851', 'zipcode': '60626', 'city': 'Chicago', 'state': 'IL', 'latitude': 42.00585, 'longitude': -87.66289, 'price': 1165.0, 'datePriceChanged': 1674892800000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1207, 'listing_sub_type': {}, 'priceReduction': '$70 (Jan 28)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1165.0, 'priceChange': -70, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# e2c78a851'}}",False,False,False,False,False,ForRent,"$1,165+/mo",For Rent,False,1165.0,
41.90156_rrc2*-rrc_87.63035,41.90156_rrc2*-rrc_87.63035,1001364597,https://photos.zillowstatic.com/fp/c1aeea4fa177c528ebe383a422dba9f0-p_e.jpg,True,FOR_RENT,Dearborn Plaza,/b/dearborn-plaza-chicago-il-5XhSTC/,"{'latitude': 41.90156, 'longitude': -87.63035}","[{'price': '$950+', 'beds': '0'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Dearborn Plaza,True,"1030 N Dearborn St, Chicago, IL",1030 N  Dearborn St   # 1686334,IL,Chicago,60610,4d42rme9ms7k7,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
42.019382_rrc2*-rrc_87.66563,42.019382_rrc2*-rrc_87.66563,1000986121,https://photos.zillowstatic.com/fp/567ef660edd66710c8926112d2374e68-p_e.jpg,True,FOR_RENT,7601 N. Sheridan Rd.,/b/7601-n.-sheridan-rd.-chicago-il-5XdFrC/,"{'latitude': 42.019382, 'longitude': -87.66563}","[{'price': '$2,200+', 'beds': '3'}, {'price': '$3,000+', 'beds': '5'}]","{'type': 'TIME_ON_INFO', 'text': None}",,7601 N. Sheridan Rd.,True,"7601 N Sheridan Rd, Chicago, IL",7601 N  Sheridan Rd   # 2104635,IL,Chicago,60626,1jgq8gazww535,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.93304_rrc2*-rrc_87.64058,41.93304_rrc2*-rrc_87.64058,2411995155,https://photos.zillowstatic.com/fp/1d69d90e248ab12417a429730c78e4e0-p_e.jpg,True,FOR_RENT,430 West Diversey,/b/430-west-diversey-chicago-il-BXPcPw/,"{'latitude': 41.93304, 'longitude': -87.64058}","[{'price': '$1,405+', 'beds': '0'}, {'price': '$1,574+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,430 West Diversey,True,"430 W Diversey Pkwy, Chicago, IL",430 W  Diversey Pkwy # 1067202,IL,Chicago,60657,3q9ux54cb7qsg,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.960575_rrc2*-rrc_87.671936,41.960575_rrc2*-rrc_87.671936,1000954716,https://photos.zillowstatic.com/fp/31333fc2ab1f14fe6125aac1eb9fc6a5-p_e.jpg,True,FOR_RENT,4325-29 N. Hermitage,/b/4325-29-n.-hermitage-chicago-il-5XcymH/,"{'latitude': 41.960575, 'longitude': -87.671936}","[{'price': '$1,295+', 'beds': '0'}]","{'type': 'TIME_ON_INFO', 'text': None}",,4325-29 N. Hermitage,True,"4325 N Hermitage Ave, Chicago, IL",4325 N  Hermitage Ave  # 4327-E2,IL,Chicago,60613,535vjxkzwzpxz,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
2066441991,2066441991,,https://photos.zillowstatic.com/fp/a3beaa2f747b448ee2650619edff6c78-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/6710-n.-sheridan-chicago-il-9S2cfF/,"{'latitude': 42.00395, 'longitude': -87.661285}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,,,"6710 N. Sheridan, 6710 N Sheridan Rd, Chicago, IL 60626",6710 N Sheridan Rd #BBC8DBDBC,IL,Chicago,60626,58y4f13dfaxz2,,True,True,False,True,False,,,1.0,1.0,$,False,False,"{'homeInfo': {'zpid': 2066441991, 'streetAddress': '6710 N Sheridan Rd #BBC8DBDBC', 'zipcode': '60626', 'city': 'Chicago', 'state': 'IL', 'latitude': 42.00395, 'longitude': -87.661285, 'price': 1335.0, 'datePriceChanged': 1670832000000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1275, 'listing_sub_type': {}, 'priceReduction': '$50 (Dec 12)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1335.0, 'priceChange': -50, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# bbc8dbdbc'}}",False,False,False,False,False,ForRent,"$1,335+/mo",For Rent,False,1335.0,
41.891125_rrc2*-rrc_87.62142,41.891125_rrc2*-rrc_87.62142,1150634521,https://photos.zillowstatic.com/fp/3407cb4786204e42e5e73e65b640ee96-p_e.jpg,True,FOR_RENT,Optima Signature,/b/optima-signature-chicago-il-65bFNB/,"{'latitude': 41.891125, 'longitude': -87.62142}","[{'price': '$2,143+', 'beds': '0'}, {'price': '$2,648+', 'beds': '1'}, {'price': '$3,873+', 'beds': '2'}, {'price': '$6,451+', 'beds': '3'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Optima Signature,True,"220 E Illinois St, Chicago, IL",220 E  Illinois St   Unit 1302,IL,Chicago,60611,3k488x8sk7v3h,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
2082803465,2082803465,,https://photos.zillowstatic.com/fp/4d14b30ec10cf3a4e20deeeb31e0d555-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/543-53-w.-wellington-ave.-chicago-il-5XczVP/,"{'latitude': 41.93623, 'longitude': -87.64374}",,"{'type': 'TIME_ON_INFO', 'text': '5 hours ago', 'data': {'isFresh': True}}",,,,"543-53 W. Wellington Ave., 543 W Wellington Ave #551-3N, Chicago, IL 60657",543 W Wellington Ave #551-3N,IL,Chicago,60657,1bphv1qnka7ys,,False,True,False,True,False,688.0,2023-07-01 00:00:00,1.0,1.0,$,False,False,"{'homeInfo': {'zpid': 2082803465, 'streetAddress': '543 W Wellington Ave #551-3N', 'zipcode': '60657', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.93623, 'longitude': -87.64374, 'price': 1530.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 688.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1782, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1530.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 551-3N'}}",False,False,False,False,False,ForRent,"$1,530/mo",For Rent,False,1530.0,
41.88913_rrc2*-rrc_87.61802,41.88913_rrc2*-rrc_87.61802,1001388728,https://photos.zillowstatic.com/fp/6c7d1b9fb9ec80e712a3a67068f6a94f-p_e.jpg,True,FOR_RENT,Cityfront Place,/b/cityfront-place-chicago-il-5XhfWf/,"{'latitude': 41.88913, 'longitude': -87.61802}","[{'price': '$1,852+', 'beds': '0'}, {'price': '$2,225+', 'beds': '1'}, {'price': '$3,094+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,Cityfront Place,True,"400 N McClurg Ct, Chicago, IL",400 N  McClurg Ct   Apt 3612,IL,Chicago,60611,1h3q8kkz37d3q,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.961826_rrc2*-rrc_87.67996,41.961826_rrc2*-rrc_87.67996,2104065492,https://photos.zillowstatic.com/fp/4f262d40f75f9739b583aead0f5165a2-p_e.jpg,True,FOR_RENT,2020-36 W. Montrose / 4405-09 N. Seeley,/b/2020-36-w.-montrose-4405-09-n.-seeley-chicago-il-9RzGq6/,"{'latitude': 41.961826, 'longitude': -87.67996}","[{'price': '$1,995+', 'beds': '1'}, {'price': '$2,550+', 'beds': '2'}, {'price': '$3,850+', 'beds': '3'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,2020-36 W. Montrose / 4405-09 N. Seeley,True,"2020 W Montrose Ave, Chicago, IL",2020 W  Montrose Ave  # 3F,IL,Chicago,60618,4vkxxuxuhn78a,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.906555_rrc2*-rrc_87.634186,41.906555_rrc2*-rrc_87.634186,2103871954,https://photos.zillowstatic.com/fp/b7c9ea361a8aef90d33ed9827e096db2-p_e.jpg,True,FOR_RENT,1325 N Wells St,/b/1325-n-wells-st-chicago-il-9RxcDL/,"{'latitude': 41.906555, 'longitude': -87.634186}","[{'price': '$2,289+', 'beds': '1'}, {'price': '$3,299+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,1325 N Wells St,True,"1325 N Wells St, Chicago, IL",1325 N  Wells St   # 303,IL,Chicago,60610,5dejwsmtsmg39,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
2064079916,2064079916,,https://photos.zillowstatic.com/fp/beeee0263a6716f140903442a1f0604f-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/711-west-belmont-chicago-il-Dbsv/,"{'latitude': 41.93977, 'longitude': -87.64736}",,"{'type': 'TIME_ON_INFO', 'text': '99 days ago', 'data': {'isFresh': False}}",,,,"711 West Belmont, 711 W Belmont Ave, Chicago, IL 60657",711 W Belmont Ave #572E8CEBF,IL,Chicago,60657,1fm6xqgkjnny0,,False,True,False,True,False,,,1.0,0.0,$,False,False,"{'homeInfo': {'zpid': 2064079916, 'streetAddress': '711 W Belmont Ave #572E8CEBF', 'zipcode': '60657', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.93977, 'longitude': -87.64736, 'price': 1095.0, 'datePriceChanged': 1673856000000, 'bathrooms': 1.0, 'bedrooms': 0.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1028, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1095.0, 'priceChange': 45, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 572e8cebf'}}",False,False,False,False,False,ForRent,"$1,095+/mo",For Rent,False,1095.0,
41.8865_rrc2*-rrc_87.61972,41.8865_rrc2*-rrc_87.61972,1001447421,https://photos.zillowstatic.com/fp/421f45b164b36ab91257f17ad97b9d78-p_e.jpg,True,FOR_RENT,Aqua at Lakeshore East,/b/aqua-at-lakeshore-east-chicago-il-5Xj9yT/,"{'latitude': 41.8865, 'longitude': -87.61972}","[{'price': '$2,061+', 'beds': '0'}, {'price': '$2,752+', 'beds': '1'}, {'price': '$3,522+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Aqua at Lakeshore East,True,"225 N Columbus Dr, Chicago, IL",225 N  Columbus Dr   Apt 2901,IL,Chicago,60601,2g315tt494apx,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
2111481234,2111481234,,https://photos.zillowstatic.com/fp/421f45b164b36ab91257f17ad97b9d78-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/aqua-at-lakeshore-east-chicago-il-5Xj9yT/,"{'latitude': 41.88638, 'longitude': -87.62059}",,"{'type': 'TIME_ON_INFO', 'text': '15 days ago', 'data': {'isFresh': False}}",,,,"Aqua at Lakeshore East, 225 N Columbus Dr APT 2704, Chicago, IL 60601",225 N Columbus Dr APT 2704,IL,Chicago,60601,2g315tt494apx,,False,True,False,True,False,681.0,2023-02-21 00:00:00,1.0,0.0,$,False,False,"{'homeInfo': {'zpid': 2111481234, 'streetAddress': '225 N Columbus Dr APT 2704', 'zipcode': '60601', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.88638, 'longitude': -87.62059, 'price': 2519.0, 'datePriceChanged': 1675929600000, 'bathrooms': 1.0, 'bedrooms': 0.0, 'livingArea': 681.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2569, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2519.0, 'priceChange': 24, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 2704'}}",False,False,False,False,False,ForRent,"$2,519/mo",For Rent,False,2519.0,
41.88062_rrc2*-rrc_87.66632,41.88062_rrc2*-rrc_87.66632,2329773266,https://photos.zillowstatic.com/fp/a1492dccdd1aabad35806eb843c8c918-p_e.jpg,True,FOR_RENT,Ashland Place,/b/ashland-place-chicago-il-BG8kYC/,"{'latitude': 41.88062, 'longitude': -87.66632}","[{'price': '$2,965+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Ashland Place,True,"33 S Ashland Ave, Chicago, IL",33 S  Ashland Ave  Apt 409,IL,Chicago,60607,19cbd6kf4xrhw,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
2059555470,2059555470,,https://photos.zillowstatic.com/fp/7582e6c1f44eb7b948221d55c8e1db4b-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/the-ainslie-chicago-il-BkRXqv/,"{'latitude': 41.97188, 'longitude': -87.667946}",,"{'type': 'TIME_ON_INFO', 'text': '7 days ago', 'data': {'isFresh': False}}",,,,"The Ainslie, 1502 W Ainslie St #418, Chicago, IL 60640",1502 W Ainslie St #418,IL,Chicago,60640,k6w399vuuyur,,False,True,False,True,False,496.0,2023-04-01 00:00:00,1.0,0.0,$,False,False,"{'homeInfo': {'zpid': 2059555470, 'streetAddress': '1502 W Ainslie St #418', 'zipcode': '60640', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.97188, 'longitude': -87.667946, 'price': 1425.0, 'bathrooms': 1.0, 'bedrooms': 0.0, 'livingArea': 496.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1425.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 418'}}",False,False,False,False,False,ForRent,"$1,425/mo",For Rent,False,1425.0,
41.94506_rrc2*-rrc_87.64229,41.94506_rrc2*-rrc_87.64229,1001135112,https://photos.zillowstatic.com/fp/1c677fb452253d8b9ef90e72a3c4b0e3-p_e.jpg,True,FOR_RENT,3450 N. Lake Shore Drive,/b/3450-n.-lake-shore-drive-chicago-il-5XfVtq/,"{'latitude': 41.94506, 'longitude': -87.64229}","[{'price': '$1,900+', 'beds': '0'}, {'price': '$2,172+', 'beds': '1'}, {'price': '$3,510+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,3450 N. Lake Shore Drive,True,"3450 N Lake Shore Dr, Chicago, IL",3450 N  Lake Shore Dr   Apt 2012,IL,Chicago,60657,14xsnjymxj08f,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
